"Result","IsRoleAllowedAsPerConfluence::Allowed,NotAllowed","IsRoleAllowedActually","MethodName","APIEndPoint","userName","Role","Typeofrequest","Payload","ResponseStatusCOde","Response"
"Pass","Confluence - NotAllowed","ActualResult - NotAllowed","userUpdateUserAPI","https://canada.hyperspace.apiv2.carear.app/user/updateUser","hyperspaceca01.apiauto@gmail.com","api_super_admin","PUT","{""secondaryPhoneNumber"":""+564856133"",""email"":""mohammednizhar.p+55@carear.com""}","403","{""error"":""Insufficient Permission"",""message"":""Failed to authenticate the User""}"
"Pass","Confluence - Allowed","ActualResult - Allowed","userUpdateUserAPI","https://canada.hyperspace.apiv2.carear.app/user/updateUser","hyperspaceca02.apiauto@gmail.com","super_admin","PUT","{""secondaryPhoneNumber"":""+564856133"",""email"":""mohammednizhar.p+55@carear.com""}","200","{""message"":""No updates made""}"
"Pass","Confluence - Allowed","ActualResult - Allowed","userUpdateUserAPI","https://canada.hyperspace.apiv2.carear.app/user/updateUser","mohammednizhar.p+48@carear.com","SystemAnalyst","PUT","{""lastSignInTimePortal"":""2023-02-20"",""email"":""mohammednizhar.p+48@carear.com""}","200","{""message"":""User was successfully updated"",""fields"":[""lastSignInTimePortal""]}"
"Pass","Confluence - Allowed","ActualResult - Allowed","userUpdateUserAPI","https://canada.hyperspace.apiv2.carear.app/user/updateUser","mohammednizhar.p+49@carear.com","PartnerCreator","PUT","{""lastSignInTimePortal"":""2023-02-20"",""email"":""mohammednizhar.p+49@carear.com""}","200","{""message"":""User was successfully updated"",""fields"":[""lastSignInTimePortal""]}"
"Pass","Confluence - Allowed","ActualResult - Allowed","userUpdateUserAPI","https://canada.hyperspace.apiv2.carear.app/user/updateUser","mohammednizhar.p+51@carear.com","PrimaryTenantAdmin","PUT","{""secondaryPhoneNumber"":""+564856133"",""email"":""mohammednizhar.p+55@carear.com""}","200","{""message"":""No updates made""}"
"Pass","Confluence - Allowed","ActualResult - Allowed","userUpdateUserAPI","https://canada.hyperspace.apiv2.carear.app/user/updateUser","mohammednizhar.p+52@carear.com","SecondaryTenantAdmin","PUT","{""secondaryPhoneNumber"":""+564856133"",""email"":""mohammednizhar.p+55@carear.com""}","200","{""message"":""No updates made""}"
"Pass","Confluence - Allowed","ActualResult - Allowed","userUpdateUserAPI","https://canada.hyperspace.apiv2.carear.app/user/updateUser","mohammednizhar.p+53@carear.com","Analyst","PUT","{""secondaryPhoneNumber"":""+564856133"",""email"":""mohammednizhar.p+53@carear.com""}","200","{""message"":""No updates made""}"
"Pass","Confluence - Allowed","ActualResult - Allowed","userUpdateUserAPI","https://canada.hyperspace.apiv2.carear.app/user/updateUser","mohammednizhar.p+55@carear.com","User","PUT","{""secondaryPhoneNumber"":""+564856133"",""email"":""mohammednizhar.p+55@carear.com""}","200","{""message"":""No updates made""}"
"Pass","Confluence - Allowed","ActualResult - Allowed","userUpdateUserAPI","https://canada.hyperspace.apiv2.carear.app/user/updateUser","mohammednizhar.p+54@carear.com","Creator","PUT","{""secondaryPhoneNumber"":""+564856133"",""email"":""mohammednizhar.p+54@carear.com""}","200","{""message"":""No updates made""}"
"Pass","Confluence - NotAllowed","ActualResult - NotAllowed","userUpdateUserAPI","https://canada.hyperspace.apiv2.carear.app/user/updateUser","mohammednizhar.p+56@carear.com","AnotherPrimaryTenantAdmin","PUT","{""secondaryPhoneNumber"":""+564856133"",""email"":""mohammednizhar.p+55@carear.com""}","403","{""error"":""Insufficient Permission"",""message"":""Failed to authenticate the User"",""status"":""Forbidden""}"
