"Result","IsRoleAllowedAsPerConfluence::Allowed,NotAllowed","IsRoleAllowedActually","MethodName","APIEndPoint","userName","Role","Typeofrequest","Payload","ResponseStatusCOde","Response"
"Pass","Confluence - NotAllowed","ActualResult - NotAllowed","secretManagerAwsConfigAPI","https://hyperspace.apiv2.carear.app/secretManager/storeAwsConfig","hyperspace01.apiauto@gmail.com","api_super_admin","POST","{""bucketRegion"":""us-east-1"",""bucketName"":""bucketName"",""bucketSecretKey"":""awspassword"",""bucketARN"":""bucketarn1"",""recordingEnabled"":""true"",""awsAccountNumber"":""asd2sum"",""tenantId"":""awx3VL8onlQIH8jVAleB"",""bucketAccessKey"":""awsss""}","403","{""error"":""Insufficient Permission"",""message"":""Failed to authenticate the User""}"
"Pass","Confluence - Allowed","ActualResult - Allowed","secretManagerAwsConfigAPI","https://hyperspace.apiv2.carear.app/secretManager/storeAwsConfig","hyperspace02.apiauto@gmail.com","super_admin","POST","{""bucketRegion"":""us-east-1"",""bucketName"":""bucketName"",""bucketSecretKey"":""awspassword"",""bucketARN"":""bucketarn1"",""recordingEnabled"":""true"",""awsAccountNumber"":""asd2sum"",""tenantId"":""awx3VL8onlQIH8jVAleB"",""bucketAccessKey"":""awsss""}","200","{""message"":""No updates made"",""updatedFields"":{},""secretResponse"":null}"
"Pass","Confluence - NotAllowed","ActualResult - NotAllowed","secretManagerAwsConfigAPI","https://hyperspace.apiv2.carear.app/secretManager/storeAwsConfig","mohammednizhar.p+25@carear.com","SystemAnalyst","POST","{""bucketRegion"":""us-east-1"",""bucketName"":""bucketName"",""bucketSecretKey"":""awspassword"",""bucketARN"":""bucketarn1"",""recordingEnabled"":""true"",""awsAccountNumber"":""asd2sum"",""tenantId"":""awx3VL8onlQIH8jVAleB"",""bucketAccessKey"":""awsss""}","403","{""error"":""Insufficient Permission"",""message"":""Failed to authenticate the User""}"
"Pass","Confluence - NotAllowed","ActualResult - NotAllowed","secretManagerAwsConfigAPI","https://hyperspace.apiv2.carear.app/secretManager/storeAwsConfig","mohammednizhar.p+26@carear.com","PartnerCreator","POST","{""bucketRegion"":""us-east-1"",""bucketName"":""bucketName"",""bucketSecretKey"":""awspassword"",""bucketARN"":""bucketarn1"",""recordingEnabled"":""true"",""awsAccountNumber"":""asd2sum"",""tenantId"":""awx3VL8onlQIH8jVAleB"",""bucketAccessKey"":""awsss""}","403","{""error"":""Insufficient Permission"",""message"":""Failed to authenticate the User""}"
"Pass","Confluence - Allowed","ActualResult - Allowed","secretManagerAwsConfigAPI","https://hyperspace.apiv2.carear.app/secretManager/storeAwsConfig","Venkata.Jonnalagadda@carear.com","PrimaryTenantAdmin","POST","{""bucketRegion"":""us-east-1"",""bucketName"":""bucketName"",""bucketSecretKey"":""awspassword"",""bucketARN"":""bucketarn1"",""recordingEnabled"":""true"",""awsAccountNumber"":""asd2sum"",""tenantId"":""awx3VL8onlQIH8jVAleB"",""bucketAccessKey"":""awsss""}","200","{""message"":""No updates made"",""updatedFields"":{},""secretResponse"":null}"
"Pass","Confluence - Allowed","ActualResult - Allowed","secretManagerAwsConfigAPI","https://hyperspace.apiv2.carear.app/secretManager/storeAwsConfig","mohammednizhar.p+27@carear.com","SecondaryTenantAdmin","POST","{""bucketRegion"":""us-east-1"",""bucketName"":""bucketName"",""bucketSecretKey"":""awspassword"",""bucketARN"":""bucketarn1"",""recordingEnabled"":""true"",""awsAccountNumber"":""asd2sum"",""tenantId"":""awx3VL8onlQIH8jVAleB"",""bucketAccessKey"":""awsss""}","200","{""message"":""No updates made"",""updatedFields"":{},""secretResponse"":null}"
"Pass","Confluence - NotAllowed","ActualResult - NotAllowed","secretManagerAwsConfigAPI","https://hyperspace.apiv2.carear.app/secretManager/storeAwsConfig","mohammednizhar.p+28@carear.com","Analyst","POST","{""bucketRegion"":""us-east-1"",""bucketName"":""bucketName"",""bucketSecretKey"":""awspassword"",""bucketARN"":""bucketarn1"",""recordingEnabled"":""true"",""awsAccountNumber"":""asd2sum"",""tenantId"":""awx3VL8onlQIH8jVAleB"",""bucketAccessKey"":""awsss""}","403","{""error"":""Insufficient Permission"",""message"":""Failed to authenticate the User""}"
"Pass","Confluence - NotAllowed","ActualResult - NotAllowed","secretManagerAwsConfigAPI","https://hyperspace.apiv2.carear.app/secretManager/storeAwsConfig","mohammednizhar.p+29@carear.com","User","POST","{""bucketRegion"":""us-east-1"",""bucketName"":""bucketName"",""bucketSecretKey"":""awspassword"",""bucketARN"":""bucketarn1"",""recordingEnabled"":""true"",""awsAccountNumber"":""asd2sum"",""tenantId"":""awx3VL8onlQIH8jVAleB"",""bucketAccessKey"":""awsss""}","403","{""error"":""Insufficient Permission"",""message"":""Failed to authenticate the User""}"
"Pass","Confluence - NotAllowed","ActualResult - NotAllowed","secretManagerAwsConfigAPI","https://hyperspace.apiv2.carear.app/secretManager/storeAwsConfig","Venkata.Jonnalagadda+1@carear.com","Creator","POST","{""bucketRegion"":""us-east-1"",""bucketName"":""bucketName"",""bucketSecretKey"":""awspassword"",""bucketARN"":""bucketarn1"",""recordingEnabled"":""true"",""awsAccountNumber"":""asd2sum"",""tenantId"":""awx3VL8onlQIH8jVAleB"",""bucketAccessKey"":""awsss""}","403","{""error"":""Insufficient Permission"",""message"":""Failed to authenticate the User""}"
"Pass","Confluence - NotAllowed","ActualResult - NotAllowed","secretManagerAwsConfigAPI","https://hyperspace.apiv2.carear.app/secretManager/storeAwsConfig","mohammednizhar.p+30@carear.com","AnotherPrimaryTenantAdmin","POST","{""bucketRegion"":""us-east-1"",""bucketName"":""bucketName"",""bucketSecretKey"":""awspassword"",""bucketARN"":""bucketarn1"",""recordingEnabled"":""true"",""awsAccountNumber"":""asd2sum"",""tenantId"":""awx3VL8onlQIH8jVAleB"",""bucketAccessKey"":""awsss""}","403","{""error"":""Insufficient Permission"",""message"":""Failed to authenticate the User"",""status"":""Forbidden""}"
