"Result","IsRoleAllowedAsPerConfluence::Allowed,NotAllowed","IsRoleAllowedActually","MethodName","APIEndPoint","userName","Role","Typeofrequest","Payload","ResponseStatusCOde","Response"
"Pass","Confluence - NotAllowed","ActualResult - NotAllowed","tenantAdminRemoveGroupAPI","https://emea.dev.apiv2.carear.app/tenantAdmin/groups/removeGroup","deveu01.apiauto@gmail.com","api_super_admin","DELETE","{""tenantId"":""02YQ6pnBCc9c9sxJOlYN"",""group"":""Aaqpiambsr""}","403","{""error"":""Insufficient Permission"",""message"":""Failed to authenticate the User""}"
"Fail","Confluence - Allowed","ActualResult - NotAllowed","tenantAdminRemoveGroupAPI","https://emea.dev.apiv2.carear.app/tenantAdmin/groups/removeGroup","deveu02.apiauto@gmail.com","super_admin","DELETE","{""tenantId"":""02YQ6pnBCc9c9sxJOlYN"",""group"":""Gbfcfbsmsx""}","400","{""message"":""Bad request"",""errors"":[{""msg"":""TenantId field cannot be empty"",""value"":"""",""param"":""tenantId""},{""msg"":""Group field cannot be empty"",""value"":"""",""param"":""group""}]}"
"Pass","Confluence - NotAllowed","ActualResult - NotAllowed","tenantAdminRemoveGroupAPI","https://emea.dev.apiv2.carear.app/tenantAdmin/groups/removeGroup","Venkata.Jonnalagadda@carear.com","SystemAnalyst","DELETE","{""tenantId"":""02YQ6pnBCc9c9sxJOlYN"",""group"":""Lirianlxco""}","403","{""error"":""Insufficient Permission"",""message"":""Failed to authenticate the User""}"
"Pass","Confluence - NotAllowed","ActualResult - NotAllowed","tenantAdminRemoveGroupAPI","https://emea.dev.apiv2.carear.app/tenantAdmin/groups/removeGroup","Venkata.Jonnalagadda+1@carear.com","PartnerCreator","DELETE","{""tenantId"":""02YQ6pnBCc9c9sxJOlYN"",""group"":""Edjcgkpbfq""}","403","{""error"":""Insufficient Permission"",""message"":""Failed to authenticate the User""}"
"Fail","Confluence - Allowed","ActualResult - NotAllowed","tenantAdminRemoveGroupAPI","https://emea.dev.apiv2.carear.app/tenantAdmin/groups/removeGroup","mohammednizhar.p+2@carear.com","PrimaryTenantAdmin","DELETE","{""tenantId"":""02YQ6pnBCc9c9sxJOlYN"",""group"":""Sxnajabfce""}","400","{""message"":""Bad request"",""errors"":[{""msg"":""TenantId field cannot be empty"",""value"":"""",""param"":""tenantId""},{""msg"":""Group field cannot be empty"",""value"":"""",""param"":""group""}]}"
"Fail","Confluence - Allowed","ActualResult - NotAllowed","tenantAdminRemoveGroupAPI","https://emea.dev.apiv2.carear.app/tenantAdmin/groups/removeGroup","mohammednizhar.p+3@carear.com","SecondaryTenantAdmin","DELETE","{""tenantId"":""02YQ6pnBCc9c9sxJOlYN"",""group"":""Bcraanjpee""}","400","{""message"":""Bad request"",""errors"":[{""msg"":""TenantId field cannot be empty"",""value"":"""",""param"":""tenantId""},{""msg"":""Group field cannot be empty"",""value"":"""",""param"":""group""}]}"
"Pass","Confluence - NotAllowed","ActualResult - NotAllowed","tenantAdminRemoveGroupAPI","https://emea.dev.apiv2.carear.app/tenantAdmin/groups/removeGroup","mohammednizhar.p+4@carear.com","Analyst","DELETE","{""tenantId"":""02YQ6pnBCc9c9sxJOlYN"",""group"":""Coxrcnuzxt""}","403","{""error"":""Insufficient Permission"",""message"":""Failed to authenticate the User""}"
"Pass","Confluence - NotAllowed","ActualResult - NotAllowed","tenantAdminRemoveGroupAPI","https://emea.dev.apiv2.carear.app/tenantAdmin/groups/removeGroup","mohammednizhar.p+6@carear.com","User","DELETE","{""tenantId"":""02YQ6pnBCc9c9sxJOlYN"",""group"":""Saenibhcly""}","403","{""error"":""Insufficient Permission"",""message"":""Failed to authenticate the User""}"
"Pass","Confluence - NotAllowed","ActualResult - NotAllowed","tenantAdminRemoveGroupAPI","https://emea.dev.apiv2.carear.app/tenantAdmin/groups/removeGroup","mohammednizhar.p+5@carear.com","Creator","DELETE","{""tenantId"":""02YQ6pnBCc9c9sxJOlYN"",""group"":""Nqhadbyeiy""}","403","{""error"":""Insufficient Permission"",""message"":""Failed to authenticate the User""}"
"Pass","Confluence - NotAllowed","ActualResult - NotAllowed","tenantAdminRemoveGroupAPI","https://emea.dev.apiv2.carear.app/tenantAdmin/groups/removeGroup","mohammednizhar.p+7@carear.com","AnotherPrimaryTenantAdmin","DELETE","{""tenantId"":""02YQ6pnBCc9c9sxJOlYN"",""group"":""Prqqehukvk""}","400","{""message"":""Bad request"",""errors"":[{""msg"":""TenantId field cannot be empty"",""value"":"""",""param"":""tenantId""},{""msg"":""Group field cannot be empty"",""value"":"""",""param"":""group""}]}"
